year,fomc_date,doc_type,word_count,hawk_hits,dove_hits,hawk_net,hawk_score_norm,hawk_ratio,tone_word_count,tfidf_cos_prev,tfidf_pc1,tfidf_pc2,hawk_score_delta,hawk_ratio_delta,finbert_positive,finbert_negative,finbert_neutral,finbert_net,hawk_composite
2015,2015-04-29,statement,530,0,3,-3,-0.7547169811320755,0.0,3,0.8945674202272168,0.6671110850821561,-0.1177071838999545,-0.0326953204822559,0.0,0.1854781210422516,0.3639882355928421,0.4505336433649063,-0.1785101145505905,0.2053724713623523
2015,2015-06-17,statement,515,0,3,-3,-0.7766990291262136,0.0,3,0.9453937516533232,0.6783347576350898,-0.1336452539046909,-0.021982047994138,0.0,0.4234925210475921,0.1682779788970947,0.4082295000553131,0.2552145421504974,0.3138036355376243
2015,2015-07-29,statement,509,0,3,-3,-0.7858546168958742,0.0,3,0.9698451537478298,0.678516751309867,-0.1350760359805357,-0.0091555877696606,0.0,0.3579300940036773,0.2010591924190521,0.4410107135772705,0.1568709015846252,0.2892177253961563
2015,2015-09-17,statement,534,0,3,-3,-0.7490636704119851,0.0,3,0.9430650163518908,0.6853736035009144,-0.1297147022380441,0.0367909464838891,0.0,0.1854420006275177,0.3531429469585418,0.4614150524139404,-0.1677009463310241,0.2080747634172439
2015,2015-10-28,statement,525,0,3,-3,-0.7619047619047619,0.0,3,0.9672944254734492,0.6819313510505695,-0.1285721704948756,-0.0128410914927767,0.0,0.2289399206638336,0.26614710688591,0.5049129724502563,-0.0372071862220764,0.2406982034444809
2015,2015-12-16,statement,568,0,3,-3,-0.8802816901408451,0.0,3,0.6885592081521128,0.7093038830226756,-0.1200766915258238,-0.1183769282360832,0.0,0.4431610256433487,0.1692391484975814,0.3875998258590698,0.2739218771457672,0.3184804692864418
2016,2016-01-27,statement,535,0,3,-3,-0.9345794392523364,0.0,3,0.8848116618003957,0.6987705476190026,-0.1371746405107856,-0.0542977491114912,0.0,0.1403936594724655,0.3476638495922088,0.5119424909353256,-0.2072701901197433,0.1981824524700641
2016,2016-03-16,statement,523,0,2,-2,-0.7648183556405354,0.0,2,0.9180010643006984,0.6956525661129351,-0.1319185237906266,0.1697610836118009,0.0,0.1802831813693046,0.1802831813693046,0.6394336372613907,0.0,0.25
2016,2016-04-27,statement,528,0,2,-2,-0.7575757575757576,0.0,2,0.9255303967556424,0.6957951105919337,-0.1314448754000111,0.0072425980647777,0.0,0.373575896024704,0.1274376362562179,0.498986467719078,0.246138259768486,0.3115345649421215
2016,2016-06-15,statement,517,0,2,-2,-0.7736943907156674,0.0,2,0.951266722154573,0.6884044662321613,-0.1331579287643496,-0.0161186331399098,0.0,0.1900744959712028,0.1900744959712028,0.6198510080575943,0.0,0.25
2016,2016-07-27,statement,517,0,2,-2,-0.7736943907156674,0.0,2,0.9343148397205884,0.6897518922615268,-0.1348159069666734,0.0,0.0,0.1526718884706497,0.1526718884706497,0.6946562230587006,0.0,0.25
2016,2016-09-21,statement,552,0,2,-2,-0.7246376811594203,0.0,2,0.928032993550722,0.6998583784003505,-0.1374294585933999,0.049056709556247,0.0,0.183346576988697,0.183346576988697,0.6333068460226059,0.0,0.25
2016,2016-11-02,statement,546,0,2,-2,-0.7326007326007326,0.0,2,0.9622836468158568,0.7044030645865712,-0.137941519831938,-0.0079630514413122,0.0,0.3956036567687988,0.125894546508789,0.4785017967224121,0.2697091102600097,0.3174272775650024
2016,2016-12-14,statement,512,0,2,-2,-0.78125,0.0,2,0.9433884532466004,0.7016685775401896,-0.1500469381483533,-0.0486492673992674,0.0,0.2850515842437744,0.1716997474431991,0.5432486683130264,0.1133518368005752,0.2783379592001438
2017,2017-02-01,statement,476,0,2,-2,-0.8403361344537815,0.0,2,0.8708462252883042,0.7023889207101973,-0.1574392232350016,-0.0590861344537815,0.0,0.1520078629255294,0.1520078629255294,0.695984274148941,0.0,0.25
2017,2017-03-15,statement,477,0,2,-2,-0.8385744234800839,0.0,2,0.9068078275448552,0.7001781406303155,-0.1552808463216607,0.0017617109736975,0.0,0.1617006808519363,0.1617006808519363,0.6765986382961273,0.0,0.25
2017,2017-05-03,statement,497,0,3,-3,-1.0060362173038229,0.0,3,0.9162480319532954,0.7140679434543803,-0.148289639638402,-0.1674617938237389,0.0,0.1403075456619262,0.1403075456619262,0.7193849086761475,0.0,0.25
2017,2017-06-14,statement,510,0,2,-2,-0.5882352941176471,0.0,2,0.838178820808749,0.6851388416291257,-0.1510215044392295,0.4178009231861758,0.0,0.168543092906475,0.168543092906475,0.6629138141870499,0.0,0.25
2017,2017-07-26,statement,486,0,2,-2,-0.6172839506172839,0.0,2,0.9533618180575428,0.6820452040879782,-0.15595415566311,-0.0290486564996368,0.0,0.1406574547290802,0.3043661117553711,0.5549764335155487,-0.1637086570262909,0.2090728357434272
2017,2017-09-20,statement,514,0,2,-2,-0.5836575875486382,0.0,2,0.8929270833262426,0.6542220356495434,-0.1246557165881112,0.0336263630686457,0.0,0.0751093029975891,0.4532403647899627,0.4716503322124481,-0.3781310617923736,0.1554672345519065
2017,2017-11-01,statement,491,0,2,-2,-0.6109979633401221,0.0,2,0.9476455905420236,0.6445187357578954,-0.1271627505635175,-0.0273403757914839,0.0,0.2943277508020401,0.1586090177297592,0.5470632314682007,0.1357187330722808,0.2839296832680702
2017,2017-12-13,statement,442,0,2,-2,-0.6787330316742082,0.0,2,0.922600343800085,0.6613758205716525,-0.131008432495549,-0.067735068334086,0.0,0.1632229387760162,0.3383219540119171,0.4984551072120666,-0.1750990152359008,0.2062252461910247
2018,2018-01-31,statement,397,0,2,-2,-0.7556675062972292,0.0,2,0.9124101596338732,0.65906105849412,-0.1436181084174398,-0.076934474623021,0.0,0.1287614107131958,0.1287614107131958,0.7424771785736084,0.0,0.25
2018,2018-03-21,statement,426,0,2,-2,-0.7042253521126761,0.0,2,0.9330926280852672,0.6533027543938226,-0.1329987510961174,0.0514421541845531,0.0,0.3125662505626678,0.1799020171165466,0.5075317323207855,0.1326642334461212,0.2831660583615303
2018,2018-05-02,statement,400,0,2,-2,-0.75,0.0,2,0.9263768783931012,0.6516155068440891,-0.1472217965183108,-0.0457746478873238,0.0,0.1344448924064636,0.1344448924064636,0.7311102151870728,0.0,0.25
2018,2018-06-13,statement,300,0,2,-2,-0.6666666666666667,0.0,2,0.7769589516000077,0.615421812134461,-0.1517735050618796,0.0833333333333332,0.0,0.1989747881889343,0.1989747881889343,0.6020504236221313,0.0,0.25
2018,2018-08-01,statement,288,0,2,-2,-0.6944444444444444,0.0,2,0.9299520065488514,0.6076100740942997,-0.157571848463126,-0.0277777777777776,0.0,0.1234000921249389,0.1234000921249389,0.7531998157501221,0.0,0.25
2018,2018-09-26,statement,267,0,1,-1,-0.3745318352059925,0.0,1,0.945975081437764,0.6018973451480384,-0.1560360061094302,0.3199126092384519,0.0,0.2159409523010254,0.2159409523010254,0.5681180953979492,0.0,0.25
2018,2018-11-08,statement,280,0,1,-1,-0.3571428571428571,0.0,1,0.9315232865588854,0.6027660709591399,-0.1537765069633678,0.0173889780631353,0.0,0.274455577135086,0.274455577135086,0.4510888457298279,0.0,0.25
2018,2018-12-19,statement,304,0,1,-1,-0.3289473684210526,0.0,1,0.9267506645002452,0.616835145449123,-0.1455942419679278,0.0281954887218045,0.0,0.2291810810565948,0.2291810810565948,0.5416378378868103,0.0,0.25
2019,2019-01-30,statement,302,0,1,-1,-0.3311258278145695,0.0,1,0.7997603996726078,0.6015470184339166,-0.1486739317453061,-0.0021784593935169,0.0,0.1995112597942352,0.1995112597942352,0.6009774804115295,0.0,0.25
2019,2019-03-20,statement,318,0,1,-1,-0.3144654088050315,0.0,1,0.8597071987230521,0.5982676826567035,-0.1344859396521828,0.016660419009538,0.0,0.0432405769824981,0.9135188460350036,0.0432405769824981,-0.8702782690525055,0.0324304327368736
2019,2019-05-01,statement,294,0,1,-1,-0.3401360544217687,0.0,1,0.9465970169602188,0.6009700015029262,-0.1509124096509813,-0.0256706456167372,0.0,0.1276555359363556,0.7446889281272888,0.1276555359363556,-0.6170333921909332,0.0957416519522667
2019,2019-06-19,statement,371,0,0,0,0.0,0.0,0,0.7863504025512671,0.5987357561976441,-0.1339544061886484,0.3401360544217687,0.0,0.2637829184532165,0.4724341630935669,0.2637829184532165,-0.2086512446403503,0.1978371888399124
2019,2019-07-31,statement,418,0,0,0,0.0,0.0,0,0.9095874576968184,0.6135748998890791,-0.1435663519807468,0.0,0.0,0.1193600893020629,0.3515553325414657,0.5290845781564713,-0.2321952432394027,0.1919511891901493
2019,2019-09-18,statement,403,0,0,0,0.0,0.0,0,0.9388610286743352,0.5953907804635338,-0.1528321325534557,0.0,0.0,0.1288962662220001,0.3246833831071853,0.5464203506708145,-0.1957871168851852,0.2010532207787037
2019,2019-10-11,statement,345,0,0,0,0.0,0.0,0,0.1388714047497569,0.2656839526928726,0.0781349048890146,0.0,0.0,0.0579034388065338,0.0579034388065338,0.8841931223869324,0.0,0.25
2019,2019-10-30,statement,363,0,0,0,0.0,0.0,0,0.1590696047483571,0.6037182408414468,-0.158430877453183,0.0,0.0,0.1970250606536865,0.1970250606536865,0.605949878692627,0.0,0.25
2019,2019-12-11,statement,326,0,0,0,0.0,0.0,0,0.904604045007308,0.6188056684591147,-0.1777825111323547,0.0,0.0,0.1297557651996612,0.1297557651996612,0.7404884696006775,0.0,0.25
2020,2020-01-29,statement,326,0,0,0,0.0,0.0,0,0.8950438979162991,0.610030563823233,-0.1726861532278192,0.0,0.0,0.1199661195278167,0.1199661195278167,0.7600677609443665,0.0,0.25
2020,2020-03-03,statement,144,0,0,0,0.0,0.0,0,0.4396096313048086,0.2977055959150981,-0.0531529726919495,0.0,0.0,0.2085483968257904,0.2085483968257904,0.5829032063484192,0.0,0.25
2020,2020-03-15,statement,682,0,1,-1,-0.1466275659824047,0.0,1,0.4292638575860695,0.6393706810687296,-0.1246683500933428,-0.1466275659824047,0.0,0.1621944159269333,0.3039411008358001,0.5338644832372665,-0.1417466849088668,0.2145633287727832
2020,2020-03-23,statement,293,0,0,0,0.0,0.0,0,0.5949698958109324,0.3849227373363057,-0.0207255235232639,0.1466275659824047,0.0,0.0441991984844207,0.0441991984844207,0.9116016030311584,0.0,0.25
2020,2020-04-29,statement,437,0,0,0,0.0,0.0,0,0.5755896370280559,0.5161895429939315,-0.1378718527916256,0.0,0.0,0.0893513858318328,0.0893513858318328,0.8212972283363342,0.0,0.25
2020,2020-06-10,statement,440,0,0,0,0.0,0.0,0,0.9583817862988516,0.5150105017121499,-0.1398863708729097,0.0,0.0,0.4275070577859878,0.0705203413963317,0.5019726008176804,0.356986716389656,0.339246679097414
2020,2020-07-29,statement,461,0,0,0,0.0,0.0,0,0.9477412005992129,0.5210421651657021,-0.1392295165436601,0.0,0.0,0.3541236817836761,0.1026272624731063,0.5432490557432175,0.2514964193105697,0.3128741048276424
2020,2020-09-16,statement,562,0,1,-1,-0.3558718861209964,0.0,1,0.7276285722959366,0.5634863398680754,-0.1431290737674696,-0.3558718861209964,0.0,0.4435242712497711,0.1102345138788223,0.4462412148714065,0.3332897573709488,0.3333224393427372
2020,2020-11-05,statement,479,0,1,-1,-0.6263048016701461,0.0,1,0.9142951717632348,0.5470322292109154,-0.1638226395546186,-0.2704329155491497,0.0,0.1267910301685333,0.1267910301685333,0.7464179396629333,0.0,0.25
2020,2020-12-16,statement,493,0,1,-1,-0.6085192697768762,0.0,1,0.9379759048620894,0.5532519338187617,-0.1685951014018005,0.0177855318932699,0.0,0.3150824308395386,0.1372525691986084,0.547664999961853,0.1778298616409301,0.2944574654102325
2021,2021-01-27,statement,500,0,1,-1,-0.6,0.0,1,0.9040851042121464,0.5347881161569297,-0.1677340960561393,0.0085192697768762,0.0,0.4899973124265671,0.0558486729860305,0.4541540145874023,0.4341486394405365,0.3585371598601341
2021,2021-03-17,statement,495,0,1,-1,-0.6060606060606061,0.0,1,0.965057867857406,0.5322320712617546,-0.1691753995329999,-0.0060606060606061,0.0,0.4629225134849548,0.0678208917379379,0.4692565947771072,0.3951016217470169,0.3487754054367542
2021,2021-04-28,statement,491,0,1,-1,-0.6109979633401221,0.0,1,0.9502226357110362,0.5199085656772564,-0.1662446047836932,-0.004937357279516,0.0,0.4941155314445495,0.0522243827581405,0.4536600857973099,0.441891148686409,0.3604727871716022
2021,2021-06-16,statement,489,0,1,-1,-0.6134969325153374,0.0,1,0.9675385550062232,0.5214193439584098,-0.163364718166589,-0.0024989691752153,0.0,0.4645132720470428,0.0670255124568939,0.4684612154960632,0.3974877595901489,0.3493719398975372
2021,2021-07-28,statement,503,0,1,-1,-0.5964214711729622,0.0,1,0.958315364407926,0.5290378834718151,-0.1682523288219737,0.0170754613423752,0.0,0.4855437129735946,0.0580754727125167,0.4563808143138885,0.4274682402610779,0.3568670600652694
2021,2021-09-22,statement,521,1,1,0,-0.3838771593090211,0.5,2,0.96525552047001,0.5368514517668617,-0.1633336195925303,0.212544311863941,0.5,0.4892321974039078,0.0562312304973602,0.454536572098732,0.4330009669065475,0.6082502417266369
2021,2021-11-03,statement,629,1,2,-1,-0.4769475357710651,0.3333333333333333,3,0.8849373293644696,0.5650534664804084,-0.1557318608249928,-0.093070376462044,-0.1666666666666666,0.4857888519763946,0.0753225535154342,0.4388885945081711,0.4104662984609604,0.5192832412819067
2021,2021-12-15,statement,536,1,2,-1,-0.3731343283582089,0.3333333333333333,3,0.8769075162540532,0.5612032123575103,-0.1565315652963245,0.1038132074128562,0.0,0.3706557750701904,0.1002113372087478,0.5291328877210617,0.2704444378614425,0.4842777761320272
2022,2022-01-26,statement,445,1,2,-1,-0.449438202247191,0.3333333333333333,3,0.8081421396806638,0.5371520733270374,-0.1449761871834834,-0.0763038738889821,0.0,0.1402511298656463,0.1402511298656463,0.7194977402687073,0.0,0.4166666666666666
2022,2022-03-16,statement,363,3,0,3,0.8264462809917356,1.0,3,0.6184333173131228,0.5445867828688857,-0.1427401849867296,1.275884483238927,0.6666666666666667,0.106758713722229,0.106758713722229,0.786482572555542,0.0,0.75
2022,2022-05-04,statement,381,5,0,5,1.3123359580052494,1.0,5,0.871047328397545,0.5344692802736308,-0.1370158694220402,0.4858896770135138,0.0,0.2541096657514572,0.2541096657514572,0.4917806684970855,0.0,0.75
2022,2022-06-15,statement,383,5,0,5,1.3054830287206265,1.0,5,0.8806624341139024,0.5248357076346842,-0.138246429125123,-0.0068529292846228,0.0,0.1675281524658203,0.1675281524658203,0.6649436950683594,0.0,0.75
2022,2022-07-27,statement,328,5,0,5,1.524390243902439,1.0,5,0.8689536225040797,0.5201597922313914,-0.1568595670613198,0.2189072151818125,0.0,0.1644858419895172,0.1644858419895172,0.6710283160209656,0.0,0.75
2022,2022-09-21,statement,329,5,0,5,1.5197568389057752,1.0,5,0.9821910565469776,0.5223058523905073,-0.150921326062528,-0.0046334049966638,0.0,0.1542070209980011,0.1542070209980011,0.6915859580039978,0.0,0.75
2022,2022-11-02,statement,400,7,0,7,1.7500000000000002,1.0,7,0.9001956165297348,0.546761599929495,-0.1507544913453108,0.230243161094225,0.0,0.0887905061244964,0.0887905061244964,0.8224189877510071,0.0,0.75
2022,2022-12-14,statement,400,7,0,7,1.7500000000000002,1.0,7,0.9873526218067528,0.5438248882894308,-0.1496030338713392,0.0,0.0,0.0994615256786346,0.0994615256786346,0.8010769486427307,0.0,0.75
2023,2023-02-01,statement,358,6,0,6,1.9553072625698324,1.0,6,0.8292825910319649,0.5294253613801879,-0.1612084376519801,0.2053072625698322,0.0,0.055290013551712,0.055290013551712,0.8894199728965759,0.0,0.75
2023,2023-03-22,statement,390,5,0,5,1.282051282051282,1.0,5,0.8756017899051605,0.5514843019425835,-0.1479032182194201,-0.6732559805185505,0.0,0.0725124776363372,0.0725124776363372,0.8549750447273254,0.0,0.75
2023,2023-05-03,statement,356,4,0,4,1.1235955056179776,1.0,4,0.9567806029619368,0.5407142785365442,-0.1539565230613991,-0.1584557764333043,0.0,0.057232528924942,0.057232528924942,0.885534942150116,0.0,0.75
2023,2023-06-14,statement,366,4,0,4,1.092896174863388,1.0,4,0.9587703723363998,0.5439873958805302,-0.1591719259093533,-0.0306993307545895,0.0,0.0734259486198425,0.0734259486198425,0.8531481027603149,0.0,0.75
2023,2023-07-26,statement,358,4,0,4,1.11731843575419,1.0,4,0.967553167123182,0.5408616616352455,-0.1515869815549389,0.0244222608908017,0.0,0.0597123801708221,0.0597123801708221,0.8805752396583557,0.0,0.75
2023,2023-09-20,statement,363,4,0,4,1.1019283746556474,1.0,4,0.9627690163557884,0.5412117784141626,-0.1555591310924086,-0.0153900610985424,0.0,0.0739456117153167,0.0739456117153167,0.8521087765693665,0.0,0.75
2023,2023-11-01,statement,369,4,0,4,1.084010840108401,1.0,4,0.9764813928948242,0.5405716160756584,-0.1569431247232244,-0.0179175345472464,0.0,0.0777885913848877,0.0777885913848877,0.8444228172302246,0.0,0.75
2023,2023-12-13,statement,380,4,0,4,1.0526315789473684,1.0,4,0.9736820398589012,0.5410671842640226,-0.1510103249025016,-0.0313792611610326,0.0,0.1556259393692016,0.1556259393692016,0.6887481212615967,0.0,0.75
2024,2024-01-31,statement,359,3,1,2,0.5571030640668524,0.75,4,0.6944005557871467,0.5369224899633764,-0.1847604498370783,-0.4955285148805159,-0.25,0.0801430344581604,0.0801430344581604,0.8397139310836792,0.0,0.625
2024,2024-03-20,statement,353,3,1,2,0.56657223796034,0.75,4,0.9780586495703018,0.539506897674706,-0.187774863612994,0.0094691738934875,0.0,0.0802586674690246,0.0802586674690246,0.8394826650619507,0.0,0.625
2024,2024-05-01,statement,431,3,1,2,0.4640371229698375,0.75,4,0.890694838132489,0.5587772412312989,-0.1846669761926246,-0.1025351149905023,0.0,0.1354368776082992,0.1354368776082992,0.7291262447834015,0.0,0.625
2024,2024-06-12,statement,367,3,1,2,0.544959128065395,0.75,4,0.9582956049359378,0.546587643210469,-0.1862370335605841,0.0809220050955574,0.0,0.0813594162464141,0.0813594162464141,0.8372811675071716,0.0,0.625
2024,2024-07-31,statement,384,1,1,0,0.0,0.5,2,0.911885141425874,0.536071665789938,-0.1788672313107756,-0.544959128065395,-0.25,0.0783853530883789,0.0783853530883789,0.8432292938232422,0.0,0.5
2024,2024-09-18,statement,381,1,0,1,0.2624671916010498,1.0,1,0.8507328617483624,0.5346164403071867,-0.1595712581427678,0.2624671916010498,0.5,0.1527122259140014,0.1527122259140014,0.6945755481719971,0.0,0.75
2024,2024-11-07,statement,343,1,0,1,0.2915451895043732,1.0,1,0.9200718345016816,0.5409283845213176,-0.173788111078472,0.0290779979033233,0.0,0.0805982947349548,0.0805982947349548,0.8388034105300903,0.0,0.75
2024,2024-12-18,statement,370,1,0,1,0.2702702702702703,1.0,1,0.9775346644896656,0.5537158376004033,-0.1658753347975552,-0.0212749192341029,0.0,0.1033638715744018,0.1033638715744018,0.7932722568511963,0.0,0.75
