year,fomc_date,doc_type,word_count,hawk_hits,dove_hits,hawk_net,hawk_score_norm,hawk_ratio,tone_word_count,tfidf_cos_prev,tfidf_pc1,tfidf_pc2,hawk_score_delta,hawk_ratio_delta
2023,2023-03-22,statement,390,5,0,5,1.282051282051282,1.0,5,0.8756017899051605,0.5514843019425835,-0.1479032182194201,-0.6732559805185505,0.0
2023,2023-05-03,statement,356,4,0,4,1.1235955056179776,1.0,4,0.9567806029619368,0.5407142785365442,-0.1539565230613991,-0.1584557764333043,0.0
2023,2023-06-14,statement,366,4,0,4,1.092896174863388,1.0,4,0.9587703723363998,0.5439873958805302,-0.1591719259093533,-0.0306993307545895,0.0
2023,2023-07-26,statement,358,4,0,4,1.11731843575419,1.0,4,0.967553167123182,0.5408616616352455,-0.1515869815549389,0.0244222608908017,0.0
2023,2023-09-20,statement,363,4,0,4,1.1019283746556474,1.0,4,0.9627690163557884,0.5412117784141626,-0.1555591310924086,-0.0153900610985424,0.0
2023,2023-11-01,statement,369,4,0,4,1.084010840108401,1.0,4,0.9764813928948242,0.5405716160756584,-0.1569431247232244,-0.0179175345472464,0.0
2023,2023-12-13,statement,380,4,0,4,1.0526315789473684,1.0,4,0.9736820398589012,0.5410671842640226,-0.1510103249025016,-0.0313792611610326,0.0
2024,2024-01-31,statement,359,3,1,2,0.5571030640668524,0.75,4,0.6944005557871467,0.5369224899633764,-0.1847604498370783,-0.4955285148805159,-0.25
2024,2024-03-20,statement,353,3,1,2,0.56657223796034,0.75,4,0.9780586495703018,0.539506897674706,-0.187774863612994,0.0094691738934875,0.0
2024,2024-05-01,statement,431,3,1,2,0.4640371229698375,0.75,4,0.890694838132489,0.5587772412312989,-0.1846669761926246,-0.1025351149905023,0.0
2024,2024-06-12,statement,367,3,1,2,0.544959128065395,0.75,4,0.9582956049359378,0.546587643210469,-0.1862370335605841,0.0809220050955574,0.0
2024,2024-07-31,statement,384,1,1,0,0.0,0.5,2,0.911885141425874,0.536071665789938,-0.1788672313107756,-0.544959128065395,-0.25
2024,2024-09-18,statement,381,1,0,1,0.2624671916010498,1.0,1,0.8507328617483624,0.5346164403071867,-0.1595712581427678,0.2624671916010498,0.5
2024,2024-11-07,statement,343,1,0,1,0.2915451895043732,1.0,1,0.9200718345016816,0.5409283845213176,-0.173788111078472,0.0290779979033233,0.0
2024,2024-12-18,statement,370,1,0,1,0.2702702702702703,1.0,1,0.9775346644896656,0.5537158376004033,-0.1658753347975552,-0.0212749192341029,0.0
